date,time (UTC),upward sensible heat flux in air (W m-2) (H),quality flag upward sensible heat flux in air (cat) (qc_H),upward latent heat flux in air (W m-2) (LE),quality flag upward latent heat flux in air (cat) (qc_LE),H2O signal strength infrared gasanalyser  (1) (H2O_sig_strgth_mean),upward mole flux of carbon dioxide in air (1e-6 mol s-1 m-2) (co2_flux),quality flag upward mole flux of carbon dioxide in air (cat) (qc_co2_flux),CO2 signal strength infrared gasanalyser (1) (CO2_sig_strgth_mean),wind speed (m s-1) (wind_speed),wind from direction (degree) (wind_dir),friction velocity (m s-1) (u*),obukhov length (m) (L),monin-obukhov stability parameter (1) ((z-d)/L),bowen ratio (1) (bowen_ratio),northward wind (m2 s-2) (v_var),w wind component (m s-1) (w_unrot),air temperature (degree_C) (T_40m_Avg),relative humidity (%) (RH_40m_Avg),downwelling shortwave flux in air (W m-2) (SPN_TOTAL_Avg),diffuse downwelling shortwave flux in air (W m-2) (SPN_DIFFUSE_Avg),downwelling shortwave flux in air (W m-2) (Rs_downwell_Avg),downwelling longwave flux in air (W m-2) (Rl_downwell_Avg),upwelling shortwave flux in air (W m-2) (Rs_upwell_Avg),upwelling longwave flux in air (W m-2) (Rl_upwell_Avg),surface net downward radiative flux (W m-2)
20.06.2018,07:30:00,84.1545,0,83.1779,0,0.971825,8.34477,1,0.97571,2.56465,136.093,0.43423,-85.6969,-0.307479,1.01174,0.48969,0.126129,NA,NA,359.83,327.537,362.482,381.724,44.428,421.332,278.445
20.06.2018,08:00:00,116.671,0,55.1229,2,0.97173,-0.281748,0,0.975638,2.82479,151.841,0.438037,-63.4554,-0.415252,2.11656,0.613382,0.174862,NA,NA,500.531,438.735,496.086,385.103,60.2927,428.553,392.343
20.06.2018,08:30:00,142.057,0,78.5195,0,0.971936,-8.53101,0,0.975844,2.31962,147.083,0.482082,-69.4747,-0.379275,1.80919,0.746302,0.132302,NA,NA,497.079,480.709,493.566,390.998,60.6519,433.155,390.757
20.06.2018,09:00:00,99.059,0,57.923,0,0.971566,-8.93996,0,0.97555,2.35599,196.779,0.350022,-38.1338,-0.690987,1.71019,1.6791,-0.0573814,NA,NA,514.468,497.925,515.587,395.515,63.6694,436.643,410.79
20.06.2018,09:30:00,114.008,1,80.0648,0,0.971466,-6.92679,1,0.97548,2.56904,182.607,0.337252,-29.6352,-0.889145,1.42395,1.08259,0.128613,NA,NA,496.9,490.817,495.231,400.566,61.1145,440.374,394.31
20.06.2018,10:00:00,132.169,0,97.1196,0,0.971713,-10.5721,0,0.975701,2.73472,218.622,0.493095,-79.8869,-0.329841,1.36089,1.31878,0.0395364,NA,NA,523.43,508.924,521.157,402.26,64.0973,444.068,415.251
20.06.2018,10:30:00,183.017,0,114.875,0,0.971706,-14.381,0,0.975711,1.80545,207.199,0.447565,-43.1346,-0.610879,1.59318,0.824099,0.0370597,NA,NA,583.868,513.972,582.47,401.179,71.5827,449.3,462.766
20.06.2018,11:00:00,151.39,0,116.314,0,0.971878,-12.0502,0,0.975912,2.44048,221.762,0.508014,-76.2379,-0.345629,1.30156,1.44755,-0.0606491,NA,NA,563.095,520.364,560.241,405.143,68.6887,451.924,444.771
20.06.2018,11:30:00,106.971,0,103.832,1,0.972124,-6.77378,1,0.976207,2.05317,216.098,0.353508,-36.3444,-0.725009,1.03024,1.21825,0.094277,NA,NA,395.678,383.522,395.935,411.776,48.6166,452.282,306.812
20.06.2018,12:00:00,78.7644,0,56.4246,1,0.972716,-5.47449,0,0.976746,1.89313,248.309,0.531553,-167.758,-0.157072,1.39592,1.43792,-0.0734548,NA,NA,336.839,321.744,343.789,412.543,42.7556,449.948,263.629
20.06.2018,12:30:00,72.6394,0,42.3141,1,0.973013,-5.13243,0,0.977049,1.64801,277.12,0.38961,-71.6156,-0.367936,1.71667,0.898685,-0.0842849,NA,NA,360.695,343.964,365.149,412.036,45.1483,451.696,280.341
20.06.2018,13:00:00,181.452,1,166.005,1,0.97311,-14.5035,1,0.977056,1.28406,264.039,0.573916,-91.621,-0.287598,1.09305,0.913369,0.00475191,NA,NA,464.365,374.946,476.536,406.396,61.015,456.284,365.634
20.06.2018,13:30:00,124.956,1,83.5305,2,0.973001,-4.83938,2,0.977011,0.565216,280.975,0.474406,-75.1211,-0.350767,1.49593,0.848165,-0.0162457,NA,NA,488.034,355.276,490.255,409.529,63.7441,459.515,376.525
20.06.2018,14:00:00,140.823,0,245.499,0,0.972649,-10.4275,0,0.976754,2.55478,202.246,0.669642,-187.394,-0.140612,0.573622,1.14885,0.192568,NA,NA,454.696,336.719,456.931,400.413,57.4136,462.967,336.964
20.06.2018,14:30:00,101.567,0,100.617,0,0.972958,-2.84808,0,0.977063,2.51476,226.916,0.694583,-289.865,-0.0909043,1.00944,1.93435,0.0549388,NA,NA,367.787,283.56,367.162,395.555,46.1227,461.841,254.753
20.06.2018,15:00:00,151.041,0,115.381,0,0.9732,-2.58581,0,0.977155,2.40162,218.364,0.570885,-108.202,-0.243525,1.30906,1.24763,0.0804796,NA,NA,562.347,262.811,583.132,395.055,78.573,468.075,431.539
20.06.2018,15:30:00,65.1778,0,76.3436,0,0.973251,-2.11135,0,0.977331,2.52302,246.966,0.600538,-291.789,-0.0903051,0.853743,1.33815,-0.107456,NA,NA,397.294,165.526,403.228,376.085,52.4351,465.537,261.341
20.06.2018,16:00:00,75.6038,0,71.0586,0,0.973549,-0.661499,0,0.977484,2.48976,211.756,0.498539,-143.868,-0.183154,1.06396,1.47157,0.0926084,NA,NA,467.322,127.287,478.781,375.38,68.7989,467.928,317.434
20.06.2018,16:30:00,89.228,0,69.9075,2,0.973609,-0.716564,1,0.977589,2.16303,248.886,0.616803,-230.795,-0.114171,1.27637,2.05969,-0.0707643,NA,NA,409.157,103.491,415.21,372.822,61.1012,467.499,259.432
20.06.2018,17:00:00,43.6534,0,72.3378,0,0.974073,-0.621712,1,0.978062,2.21206,287.22,0.58396,-400.268,-0.0658308,0.603466,0.947052,-0.188493,NA,NA,283.695,98.1794,278.779,373.558,43.2807,462.813,146.243
20.06.2018,17:30:00,35.4819,0,62.7786,0,0.973919,0.136479,1,0.97798,2.71214,286.651,0.591985,-512.942,-0.0513703,0.565191,0.704643,-0.292678,NA,NA,231.959,89.0294,223.163,371.914,35.0351,460.394,99.648
20.06.2018,18:00:00,4.12498,0,27.6405,0,0.974019,2.28255,0,0.978028,2.19063,309.067,0.391817,-1279.12,-0.0206001,0.149237,0.674554,-0.27299,NA,NA,167.26,67.8239,163.725,369.99,28.792,455.72,49.2034
20.06.2018,18:30:00,-4.83829,1,38.2871,0,0.973688,3.89364,0,0.977797,2.13243,313.121,0.397343,1137.2,0.0231709,-0.126369,0.654514,-0.202601,NA,NA,106.982,55.2252,103.285,368.53,19.1667,451.949,0.69986
20.06.2018,19:00:00,-7.78174,0,12.9532,0,0.973611,1.49726,0,0.977738,1.60268,312.95,0.21659,114.501,0.23013,-0.600756,0.129514,-0.170813,NA,NA,49.2283,32.6476,40.4684,365.467,3.8817,446.127,-44.073
20.06.2018,19:30:00,-2.90737,2,3.1375,1,0.974091,0.698072,1,0.977885,1.33251,303.049,0.0960867,26.7568,0.984796,-0.926652,0.0383745,-0.167704,NA,NA,19.5851,17.3016,3.76631,364.783,0,441.038,-72.4889
20.06.2018,20:00:00,-8.11371,1,5.00149,0,0.974234,1.72039,0,0.97774,1.67939,308.017,0.141128,30.379,0.867375,-1.62226,0.0894592,-0.291935,NA,NA,0.705023,0,0,363.64,0,436.673,-73.033
20.06.2018,20:30:00,-15.8046,0,10.3299,1,0.973534,3.0273,0,0.97754,1.93723,292.427,0.178416,31.5084,0.836284,-1.52999,0.0945957,-0.180955,NA,NA,0,0,0,363.471,0,433.899,-70.4288
20.06.2018,21:00:00,-22.0414,0,11.949,0,0.97305,3.74848,0,0.977155,2.29754,285.936,0.243309,57.2932,0.459915,-1.84462,0.144179,-0.186635,NA,NA,0,0,0,365.728,0,432.377,-66.6488
20.06.2018,21:30:00,-29.6222,0,11.6911,0,0.972694,8.19157,0,0.976839,2.59554,300.491,0.257316,50.4242,0.522567,-2.53374,0.231271,-0.253275,NA,NA,0,0,0,359.138,0,428.35,-69.2125
20.06.2018,22:00:00,-11.1971,0,3.07155,0,0.97255,2.66689,0,0.976634,2.31622,317.846,0.123014,14.5738,1.80803,-3.64541,0.0686246,-0.213569,NA,NA,0,0,0,357.211,0,422.582,-65.3703
20.06.2018,22:30:00,-19.3157,0,8.90423,1,0.972653,3.86911,0,0.976679,2.13033,312.484,0.176445,24.9247,1.05719,-2.16928,0.0887065,-0.254422,NA,NA,0,0,0,355.192,0,420.569,-65.3763
20.06.2018,23:00:00,-14.1324,2,5.47923,2,0.972767,2.54663,2,0.976785,2.23953,299.166,0.137084,15.9724,1.64972,-2.57926,0.089343,-0.215524,NA,NA,0,0,0,353.925,0,420.614,-66.6891
20.06.2018,23:30:00,-1.8296,2,0.572206,2,0.972852,0.269722,2,0.976884,1.83793,279.799,0.0794969,24.057,1.09531,-3.19745,0.0475795,-0.112095,NA,NA,0,0,0,359.341,0,420.533,-61.1927
21.06.2018,00:00:00,-1.2989,1,-0.29994,2,0.972994,0.265101,2,0.977052,1.52511,248.868,0.0499784,8.418,3.1302,4.33054,0.0150232,-0.0136896,NA,NA,0,0,0,353.361,0,418.859,-65.4984
21.06.2018,00:30:00,0.104963,1,-0.233297,1,0.972985,-0.267286,1,0.977057,1.3258,220.376,0.0159445,-3.38168,-7.79199,-0.449913,0.0089405,0.031378,NA,NA,0,0,0,354.878,0,416.037,-61.1593
21.06.2018,01:00:00,-3.13291,2,14.4217,1,0.972101,3.72576,1,0.976231,2.18319,191.235,0.0616196,6.53851,4.02997,-0.217235,0.022981,0.145372,NA,NA,0,0,0,351.042,0,412.244,-61.2019
21.06.2018,01:30:00,-3.46718,1,2.72835,1,0.970978,3.59579,1,0.975159,2.5013,197.231,0.0642854,6.70716,3.92864,-1.2708,0.0306944,0.0910168,NA,NA,0,0,0,345.696,0,408.652,-62.9561
21.06.2018,02:00:00,-10.1372,0,4.46797,0,0.970462,7.83504,0,0.974567,2.36818,202.235,0.10535,10.0937,2.61053,-2.26885,0.0568082,0.0935882,NA,NA,0,0,0,342.154,0,405.337,-63.183
21.06.2018,02:30:00,-3.38027,1,1.16055,0,0.970201,2.99868,0,0.974268,2.45928,221.037,0.0795752,13.0427,2.02029,-2.91264,0.0422853,0.0137102,NA,NA,0,0,0,350.043,0,404.227,-54.1837
21.06.2018,03:00:00,-11.1132,0,2.56327,0,0.970016,6.34137,1,0.974073,2.3763,225.931,0.15029,26.7196,0.986166,-4.33557,0.114461,-0.0326805,NA,NA,7.21645,6.67859,0,343.056,0,403.428,-60.3723
21.06.2018,03:30:00,-10.4793,1,4.68935,0,0.969496,7.19902,1,0.973531,2.57307,202.909,0.164057,36.8472,0.715115,-2.23471,0.195375,0.0668265,NA,NA,28.0663,22.7736,23.7925,337.199,0,402.248,-41.2566
21.06.2018,04:00:00,-10.529,0,6.59174,0,0.969617,6.02267,0,0.973605,2.54794,204.674,0.137496,21.5853,1.22074,-1.5973,0.12744,0.0886439,NA,NA,65.6795,36.9441,68.3487,336.814,4.91957,403.388,-3.14529
21.06.2018,04:30:00,-19.6533,1,23.6519,0,0.970755,9.61148,1,0.974678,2.50745,219.817,0.29242,111.223,0.236911,-0.830937,0.365073,0.0295256,NA,NA,123.62,50.5675,125.489,338.983,16.2623,407.705,40.5046
21.06.2018,05:00:00,4.38241,2,52.3429,0,0.971133,10.6244,0,0.975117,1.79925,229.52,0.354919,-891.761,-0.0295483,0.0837251,0.33706,-0.0275301,NA,NA,194.503,60.3409,196.062,343.525,24.1601,413.594,101.832
21.06.2018,05:30:00,57.7701,0,70.067,0,0.970871,2.33122,2,0.97493,2.09129,211.684,0.487113,-174.86,-0.150692,0.824497,0.804815,0.122144,NA,NA,283.84,92.7285,286.857,349.33,35.2479,420.446,180.493
21.06.2018,06:00:00,85.6556,0,92.0304,0,0.970838,-0.106841,0,0.974952,2.22056,224.903,0.49041,-120.335,-0.218972,0.930731,0.581498,-0.00730621,NA,NA,301.593,140.142,303.306,358.703,37.0894,425.387,199.533
21.06.2018,06:30:00,59.1847,1,89.2369,0,0.971361,-3.3537,1,0.975432,2.00963,226.969,0.40768,-100.029,-0.263425,0.663231,0.50711,-0.00149507,NA,NA,234.515,174.946,235.046,386.409,29.1636,429.622,162.67
21.06.2018,07:00:00,17.9241,1,62.2533,0,0.971548,1.43824,1,0.97563,2.30486,221.713,0.406017,-326.179,-0.0807838,0.287923,0.585939,-0.0116977,NA,NA,188.482,163.337,189.437,394.074,23.6327,432.22,127.658
21.06.2018,07:30:00,28.4542,0,88.5027,0,0.971351,0.487766,2,0.975325,2.26231,220.282,0.44224,-265.421,-0.0992764,0.321506,0.631732,-0.00894445,NA,NA,294.435,256.698,297.906,393.892,37.4172,437.653,216.728
21.06.2018,08:00:00,142.302,0,133.628,0,0.97175,-10.1835,0,0.975811,2.76713,243.127,0.676758,-190.096,-0.138614,1.06492,1.70197,-0.0419533,NA,NA,570.364,359.169,558.648,378.211,67.7611,445.509,423.589
21.06.2018,08:30:00,93.7063,0,127.25,0,0.972102,-9.02792,0,0.976208,2.85909,257.65,0.658296,-265.585,-0.0992149,0.736393,1.77814,-0.105096,NA,NA,459.522,361.249,452.043,398.317,54.9993,449.276,346.084
21.06.2018,09:00:00,80.605,0,79.9732,0,0.972024,-4.80944,0,0.976092,2.77251,221.664,0.525678,-157.167,-0.167656,1.0079,1.61619,0.0228687,NA,NA,470.198,357.507,478.233,387.322,57.9781,452.255,355.322
21.06.2018,09:30:00,135.013,0,132.889,0,0.971609,-8.54936,0,0.975721,3.7518,219.065,0.691116,-213.15,-0.123622,1.01598,3.21768,0.139806,NA,NA,589.92,342.564,604.008,379.591,71.0743,458.28,454.245
21.06.2018,10:00:00,145.988,0,142.63,0,0.971769,-6.33499,0,0.975896,4.95717,226.69,0.902081,-438.16,-0.0601378,1.02354,3.96113,0.0255678,NA,NA,571.095,374.42,575.15,392.855,69.0419,462.91,436.053
21.06.2018,10:30:00,168.715,0,176.988,1,0.972197,-9.60409,0,0.976321,6.57124,235.526,1.30069,-1136,-0.0231954,0.953257,6.40605,-0.121458,NA,NA,600.198,494.926,602.088,388.138,71.8877,463.873,454.465
21.06.2018,11:00:00,264.92,0,122.063,0,0.946154,8.59595,2,0.950565,7.8919,312.877,1.52912,-1176.58,-0.0223954,2.17035,10.2875,-0.719587,NA,NA,132.247,123.788,107.272,394.289,4.44056,426.526,70.5937
21.06.2018,11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.424,288.887,351.432,376.729,41.9311,401.177,285.053
21.06.2018,12:00:00,333.244,1,402.997,0,0.97959,-10.4239,1,0.983159,6.42178,316.406,1.51719,-914.688,-0.0288076,0.826913,5.35369,-0.455401,NA,NA,556.892,401.913,571.769,366.772,68.4629,405.53,464.549
21.06.2018,12:30:00,90.5725,1,102.361,0,0.962196,-0.209261,2,0.964705,5.73291,317.294,1.26524,-1953.03,-0.0134919,0.884835,3.987,-0.551671,NA,NA,67.4225,65.9968,58.8796,368.326,0.358637,388.853,37.994
21.06.2018,13:00:00,24.5882,0,86.1017,0,0.838965,21.5669,0,0.839688,2.96826,290.105,0.613562,-820.702,-0.0321066,0.285572,1.98966,-0.257482,NA,NA,78.692,77.9665,83.0795,366.373,5.05949,383.08,61.3127
21.06.2018,13:30:00,18.2206,1,215.834,0,0.841935,-5.33605,1,0.842242,2.45388,263.578,0.752192,-2040.73,-0.012912,0.0844191,1.2469,-0.135611,NA,NA,311.185,272.559,333.958,361.817,40.4197,386.088,269.268
21.06.2018,14:00:00,12.0912,0,239.101,0,0.916418,-3.38926,1,0.917801,3.55818,269.158,0.886173,-5028.92,-0.00523969,0.0505696,2.75729,-0.329291,NA,NA,241.984,170.373,243.949,361.121,28.5311,391.446,185.093
21.06.2018,14:30:00,-16.4332,0,303.067,0,0.968355,-0.957821,1,0.968852,5.6213,299.514,1.14664,8017.05,0.00328675,-0.0542229,5.16608,-0.65653,NA,NA,141.579,137.872,149.05,361.172,19.2273,384.624,106.37
21.06.2018,15:00:00,131.644,0,209.118,0,0.980678,-5.18336,0,0.983677,5.33302,299.941,1.16384,-1046.48,-0.0251797,0.62952,4.06496,-0.542076,NA,NA,549.876,199.965,581.297,314.59,77.2217,392.681,425.985
21.06.2018,15:30:00,152.533,0,118.396,0,0.980791,-3.99002,0,0.983933,5.59944,295.436,1.17464,-928.484,-0.0283796,1.28833,4.83622,-0.651999,NA,NA,549.285,90.6692,577.036,301.582,78.0817,400.126,400.411
21.06.2018,16:00:00,137.532,0,178.401,0,0.980872,-5.83351,0,0.984058,5.54544,295.726,1.23899,-1208.35,-0.0218066,0.770912,4.25817,-0.513878,NA,NA,440.36,113.54,460.554,309.31,63.7575,403.365,302.741
21.06.2018,16:30:00,99.098,0,129.829,0,0.980531,-1.14586,0,0.983891,6.36749,294.502,1.45723,-2728.8,-0.00965628,0.763297,6.80459,-0.612745,NA,NA,291.757,109.371,297.427,317.173,39.5327,400.693,174.374
21.06.2018,17:00:00,83.0883,0,94.3601,0,0.980729,-0.175996,0,0.984031,5.79872,291.751,1.35538,-2619.64,-0.0100586,0.880544,6.67217,-0.483198,NA,NA,254.076,90.7997,259.189,328.433,38.8983,398.664,150.06
21.06.2018,17:30:00,65.4135,0,55.7379,0,0.980396,1.05563,0,0.983828,5.86731,304.8,1.17731,-2181.2,-0.0120805,1.17359,4.89604,-0.692345,NA,NA,169.321,122.328,162.264,340.551,21.8008,395.919,85.0952
21.06.2018,18:00:00,47.5343,1,66.2417,0,0.980469,3.17941,2,0.983891,5.69765,308.365,1.22396,-3373.43,-0.00781103,0.717589,4.8269,-0.490385,NA,NA,141.28,66.1937,139.811,301.639,20.0403,390.875,30.5339
21.06.2018,18:30:00,-10.9725,0,55.8688,1,0.980533,2.75797,0,0.983964,4.77721,297.544,1.05534,9369.29,0.00281238,-0.196398,3.28464,-0.465345,NA,NA,57.6247,44.9278,54.4389,312.318,4.68572,387.202,-25.1306
21.06.2018,19:00:00,-2.46087,1,32.8759,1,0.98044,1.67746,1,0.98385,5.09583,290.859,1.05315,41525.8,6.34545e-4,-0.0748533,3.92655,-0.513492,NA,NA,62.8689,39.9313,62.455,309.847,8.35967,386.016,-22.0736
21.06.2018,19:30:00,-15.3492,1,25.8505,1,0.98032,4.76075,0,0.983806,4.39195,304.908,0.877575,3853.58,0.00683781,-0.593769,3.09856,-0.432629,NA,NA,26.4234,21.8259,12.8835,297.879,0,381.927,-71.1648
21.06.2018,20:00:00,-20.3584,0,17.7817,0,0.980272,3.95686,0,0.983774,4.29289,295.842,0.788229,2105.89,0.0125125,-1.14491,3.15187,-0.464445,NA,NA,2.22085,1.10143,0,286.569,0,378.124,-91.5542
